hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_PriPro_no_bin_no_proof,CaDiCaL_PriPro_no_proof,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,clasp_336_HC_no_proof,clasp_336_HC_no_proof_crafty,clasp_336_HC_no_proof_frumpy,clasp_336_HC_no_proof_handy,clasp_336_HC_no_proof_jumpy,clasp_336_HC_no_proof_many,clasp_336_HC_no_proof_trendy,clasp_336_HC_no_proof_tweety,CleanMaple,CleanMaple_no_proof,CleanMaple_PriPro,CleanMaple_PriPro_no_proof,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,MergeSat,MergeSat_nosimp,MergeSat_unsat,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
977dad9d1bfc9de725a4bbf65b407c77,MVD_ADS_S11_6_7.cnf.xz,0.61275,1.31282,1.31067,1.30682,1.28811,0.616868,0.653786,0.49567,0.503061,0.621877,0.642087,247.322,246.587,128.173,248.19,246.214,243.852,244.897,128.809,timeout,timeout,timeout,timeout,1.66343,0.79334,0.684672,0.374777,0.411437,0.574779,0.521174,0.378369,0.374038,0.36048,0.528598,0.712232,2.06948,0.782478,840.757,830.16,834.354,1011.75,1018.47,774.993,839.704,0.355204,0.355269,0.353915,792.868,785.449,30.9242,36.7152,875.454,880.486,888.137,829.818,831.454,866.707,866.406,878.766,866.345,865.14
97f2d368a05228364b444ce71c1a5a24,sp5-21-15-una-stri-flat-noid.cnf.xz,403.154,293.43,294.254,282.786,282.267,608.841,435.911,232.57,61.9413,85.4402,737.363,481.505,48.697,21.8231,129.781,181.25,437.861,461.019,80.4291,840.721,839.654,1704.48,1695.24,61.9819,292.688,356.61,499.789,700.619,290.263,155.783,443.934,17.7113,50.9395,309.881,207.767,1566.11,211.132,241.262,313.455,40.0921,178.026,367.187,352.117,160.084,297.642,291.934,253.299,490.147,242.522,97.1274,191.631,261.414,398.733,281.984,294.439,155.878,113.293,38.5437,69.6033,231.158,248.21
9862d27fe2528635f363e0f7645b2c53,Circuit_multiplier53.cnf.xz,4929.14,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3846.38,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4649.98,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,358.834,timeout,timeout,timeout,timeout,timeout,timeout,2758.54,timeout
99ec9d5e50f24301638101b2a7dba6e0,sum_of_3_cubes_76_bits_84.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
9a296539e33398c9ae36663371a63b39,randomG-Mix-n17-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4215.76,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
9b81119141db098dd4bfb24a1d244e68,Kakuro-easy-051-ext.xml.hg_4.cnf.xz,1186.46,882.687,869.895,942.928,870.308,1239.28,1187.98,2081.09,1627.6,1422.77,1297.52,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2717.47,2706.85,4393.57,4377.96,1571.15,1490.92,946.582,1264.04,1105.1,1328.75,973.578,1334.02,1115.8,1444.56,1229.99,1049.99,1714.31,1130.62,640.178,695.874,635.082,721.006,734.763,638.506,666.358,826.215,842.327,979.56,690.978,637.286,1621.79,1611.16,687.615,862.761,725.312,630.777,1352.79,647.338,643.027,660.164,609.917,554.838
9c2e734d6c0faeef8a89aa84436fc42d,satch2ways19u.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
9c4892c9ac4e9f5d83d33b5210e7af4e,MVD_ADS_S6_6_5.cnf.xz,0.413056,0.395878,0.394157,0.385623,0.383941,0.414544,0.381448,156.653,1508.96,0.425705,0.478651,100.127,99.9803,100.107,102.656,100.44,98.9966,100.852,99.2019,1321.54,1321.76,1349.33,1348.94,0.295945,0.36252,0.353783,0.235251,0.264646,0.251455,0.321313,0.239223,0.233027,0.229781,0.318093,0.333172,0.745208,0.304623,96.9773,95.7991,95.8534,103.098,105.006,93.7607,97.0713,0.202293,0.203409,0.204109,93.4139,93.5196,16.9959,16.9741,97.9168,99.8295,98.3726,96.9243,96.5918,timeout,101.255,101.435,101.296,103.361
9da32436de386f3b4f8e6ec1db552349,HCP-529-420.cnf.xz,366.869,68.4808,68.7636,68.2683,68.2446,63.2821,190.513,81.4957,221.786,240.779,66.523,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1897.81,timeout,timeout,timeout,timeout,3405.84,139.565,365.357,157.33,207.609,160.445,73.4649,125.623,336.913,179.765,202.883,202.479,95.9804,224.957,94.6742,timeout,164.982,timeout,timeout,191.53,timeout,failed,failed,failed,219.653,192.635,101.667,67.9814,timeout,2033.5,769.169,287.236,timeout,229.925,timeout,timeout,956.449,timeout
9dd246543ae101f829b5cfc226473675,vlsat2_29736_3780419.dimacs.cnf.xz,vlsat2_297_3780.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,103.365,timeout,58.9194,296.188,51.7892,91.926,92.5426,63.2039,timeout,timeout,timeout,timeout,23.397,95.5306,timeout,17.2701,1.58633,79.3702,1706.13,1648.17,76.1971,79.4906,12.6585,38.2058,542.174,504.701,24.625,590.524,601.931,582.19,581.509,740.603,timeout,50.3002,50.2381,50.2406,579.601,timeout,timeout,timeout,871.968,873.701,874.51,1305.22,222.586,380.931,258.695,445.295,443.654,454.283
9e35558ea8ffba630cd8c8f90e14af14,string_compare_safety_cbmc_unwinding_730.cnf.xz,1311.61,988.144,981.849,972.435,967.033,955.113,888.658,1029.96,1752.13,872.904,1045.24,4064.2,timeout,timeout,timeout,timeout,3855.1,3854.87,timeout,timeout,timeout,timeout,timeout,2363.12,781.194,1164.9,849.057,1127.27,939.984,890.419,1159.77,1002.89,838.606,1020.89,1542.95,1753.4,1382.16,1487.47,2571.93,2887.05,2985.31,2990.13,2214.58,3230.03,failed,failed,failed,2589.36,1926.35,3462.1,3176.37,3133.55,3047.02,3974.81,3739.87,2697.3,3088,3465.53,3073.92,3686.61,3013.7
9e469bffc3f862d6321d84a4ef83969c,edit_distance019_312.cnf.xz,907.178,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1064.32,3435.84,843.722,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3508.08,3003.9,3203.15,2815.75,3258.09,383.014,timeout,timeout,1676.43,1637.9,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1708.16,timeout,4468.2,4612.52,1344.84,2165.83,timeout,timeout,897.083,2354.78,timeout,998.86
9ea8deb8313d93e60743638909f37d6c,Circuit_multiplier29.cnf.xz,timeout,timeout,timeout,timeout,timeout,3446.15,timeout,1461.42,timeout,timeout,2404.61,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1965.08,4643.61,timeout,timeout,timeout,timeout,timeout,450.527,timeout,timeout,63.7301,timeout,4050.61,timeout,2853.48,timeout,626.479,timeout,2930.23,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1652.94,timeout,timeout,timeout,timeout,timeout,timeout,2564.86,3354.24,timeout
9ef9243ff051b32795890fccd6c3f6b2,sum_of_3_cubes_50_bits_91.cnf.xz,69.0826,258.109,252.411,269.599,266.551,timeout,107.722,4.32488,88.2394,73.3674,270.19,0.280839,timeout,timeout,0.279182,0.279198,0.279694,0.278331,0.280917,timeout,timeout,timeout,timeout,4973.54,5.6994,379.708,29.1813,timeout,62.8763,996.651,136.701,12.3375,12.0884,199.782,23.8241,1.33098,102.923,4.50287,555.635,683.892,622.182,620.591,283.063,586.832,failed,failed,failed,273.682,250.31,4.47943,11.2078,659.652,706.641,1159.42,2211.17,363.823,643.125,398.285,373.623,454.957,378.901
a03f5d0ac480bfab4b9415ba77c0354c,b2005-p2-14x14c17h9-Ser6-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a04892664f2c13d2c191eb87ddc5405b,sted3_0x0_n201-239.cnf.xz,3416.09,659.646,703.722,648.939,695.626,3475.9,696.115,818.529,1025.45,4070.26,3127.39,timeout,996.542,1360.45,3756.84,3700.52,timeout,timeout,171.735,2508.85,2498.42,2988.01,2964.11,1190.88,121.285,3210.59,2601.58,timeout,3900.09,timeout,443.299,45.8418,239.597,18.6988,1392.63,282.358,551.903,1213.49,2479.26,2206.01,2653.98,2576.89,123.905,1233.97,failed,failed,failed,1291.67,619.932,429.724,417.892,3032.89,339.785,3098.62,184.793,3179.41,2706.84,531.916,282.201,1083.24,312.916
a0585897e79756b9624673592d13ee06,spg_200_317.cnf.xz,386.243,timeout,timeout,timeout,timeout,356.02,359.622,381.648,timeout,380.121,249.774,timeout,timeout,timeout,1706.31,timeout,timeout,timeout,2573.48,584.537,584.578,timeout,timeout,3457.52,462.8,350.649,77.0521,432.202,987.085,67.96,1313.19,78.9376,812.785,148.378,102.08,76.9592,103.34,422.62,169.371,202.85,259.7,259.695,timeout,timeout,failed,failed,failed,timeout,1578.66,161.455,91.5189,280.999,175.068,139.281,201.456,2529.57,131.906,1260.27,1206.64,406.158,753.223
a1ec978756e656638b7e34cef5ecaf6d,quad_res_r26_m27.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a25ab09df5485a3d91089a08def4921e,b2005-p3-12x12c10h7-Ser7-0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a3d7585b12914a97d9c11d65897194b9,20-100-lambda100-47_unsat.cnf.xz,429.06,338.766,320.605,325.294,333.506,475.238,381.159,433.236,368.307,481.807,370.794,timeout,timeout,timeout,3730.35,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1238.61,498.501,383.173,627.716,357.801,427.165,290.59,564.848,830.337,578.377,494.586,581.727,1276.49,595.543,946.333,836.68,655.432,799.557,790.948,706.548,1089.41,failed,failed,failed,745.752,540.985,785.923,648.877,799.645,905.447,1019.1,1019.46,747.708,846.703,526.116,682.009,683.657,673.373
a3eaa99154b0f1668f8593264e6e304d,MVD_ADS_S11_8_7.cnf.xz,0.474299,0.466939,0.467057,0.443849,0.443823,0.458183,0.467627,0.497707,0.509464,0.459471,0.458077,245.367,243.633,128.253,243.492,245.787,245.233,242.676,128.076,timeout,timeout,timeout,timeout,0.375734,0.463239,0.461085,0.344897,0.384423,0.465397,0.419965,0.345352,0.341344,0.3317,0.421287,0.463423,0.498304,0.524015,877.991,859.862,847.101,1025.52,1026.71,798.224,842.605,0.411486,0.40444,0.352765,803.346,805.257,52.1904,51.4147,909.569,901.972,884.043,849.743,1000.88,842.912,876.972,880.443,1041.28,900.245
a45d7a611305683a8db8c385ac7cee31,vlsat2_11_26.cnf.xz,4439.59,4046.76,4057.11,3974.77,3950.2,4371.74,timeout,timeout,timeout,4895.07,3463.67,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3114.48,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a4aa9ccc565c5cde0cfb5dfd9f4deaf4,Kakuro-easy-127-ext.xml.hg_7.cnf.xz,214.196,599.173,602.389,599.017,593.956,489.359,1218.72,535.122,1029.82,822.615,517.68,50.8677,61.6522,263.496,224.496,210.328,49.8859,50.4116,94.4987,1882.96,1880.79,1568.65,1553.84,863.971,401.832,1117.97,162.187,1835.02,273.251,timeout,193.383,240.294,177.012,259.683,401.237,199.593,346.975,280.979,722.501,429.997,504.7,491.1,253.899,520.782,243.15,237.051,244.344,374.265,278.838,187.719,241.752,500.157,609.57,626.923,270.211,378.234,381.792,479.637,632.852,585.264,551.693
a517589810ff3ef5308a694957939bea,spg_200_321.cnf.xz,87.6426,116.34,116.324,116.126,115.851,94.8097,89.5132,99.0617,338.114,104.17,114.603,timeout,307.519,291.888,1279.27,timeout,timeout,timeout,timeout,timeout,timeout,383.886,384.134,322.164,82.4955,257.257,35.237,45.6711,38.8438,40.8108,231.406,37.3666,76.4487,56.3886,81.7454,29.5023,50.2348,824.151,94.7069,101.801,49.644,49.2698,341.993,2642.4,failed,failed,failed,357.418,136.921,82.8643,78.5394,53.9838,50.941,47.794,52.7779,51.3566,55.2353,84.3583,345.709,67.2696,283.377
a7aac5c83f236fd8b3de3275e3f5499d,edit_distance041_183.cnf.xz,184.239,179.418,184.336,183.456,171.312,199.766,143.49,189.554,180.772,198.22,213.843,460.236,1662.65,333.872,743.94,1062.25,505.311,453.497,537.462,883.277,881.663,1653.65,1663.17,248.098,222.391,192.617,258.737,275.722,240.383,191.268,285.882,286.352,350.865,253.314,165.211,268.082,169.49,178.326,157.515,184.856,160.736,158.974,184.708,149.376,194.094,193.915,192.131,146.253,162.735,196.862,199.276,186.753,172.446,162.038,284.272,182.365,174.522,229.254,239.704,160.387,174.546
a899e769ba329f5f952a38973adc0262,satch2ways13wu.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,761.62,433.807,1287.94,1368.24,452.122,654.15,636.21,2333.11,2004.81,1993.05,timeout,timeout,448.728,timeout,timeout,168.237,231.692,264.166,222.551,257.171,185.82,142.027,281.871,130.871,123.915,150.927,300.045,313.132,482.787,460.94,463.023,99.9656,453.349,failed,failed,failed,128.344,732.221,202,290.466,598.157,777.241,861.938,267.453,300.505,583.272,403.603,415.552,511.145,341.121
a8c6f24ce9bc4ae6953763a82835e2d4,quad_res_r31_m35.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a97d498dd69d346aad64f3809b5ff160,quad_res_r32_m35.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
aa09403249f021450cc798cc560a14a3,prime_a20_b20.cnf.xz,104.069,87.0767,86.9447,87.0905,86.5589,161.6,113.78,159.53,11.0017,148.271,147.412,248.629,19.6251,247.523,100.275,102.198,250.294,247.027,42.2433,696.34,694.499,1013.87,1019.45,45.1454,52.7035,43.3464,13.6003,107.257,103.848,169.904,13.781,79.553,29.2443,84.9329,166.13,59.6184,72.6329,14.3499,53.7433,202.295,161.854,177.462,84.7066,122.701,61.6205,58.7446,60.2101,20.7424,98.1956,102.65,144.763,58.1659,68.6702,76.2386,130.089,20.2481,42.8319,122.091,236.355,244.531,157.687
aa1061e9becd2894b95cac19ea1ca72a,test_v7_r12_vr1_c1_s10576.smt2.cnf.xz,478.61,300.401,297.91,298.005,298.084,230.056,439.824,371.007,727.094,454.851,513.25,659.252,timeout,timeout,1096.2,521.923,622.874,691.93,598.51,2965.23,2958.73,4511.57,4507.24,1224.34,341.117,482.494,290.941,689.11,177.388,436.688,181.324,173.546,165.797,350.115,308.797,425.128,549.095,286.323,944.54,533.21,1129.56,1130.38,309.313,643.147,failed,failed,failed,300.781,299.268,391.044,588.025,394.127,558.336,492.202,290.73,248.027,447.075,361.474,1104.51,333.375,863.094
aa296db0e5a58249734a370ef5eee0cd,at-least-two-traffic_pcb_unknown.cnf.xz,1759.17,1589.84,1589.43,1587.36,1586.69,1829.48,1701.67,1800.56,1729.24,1825.85,1805.88,256.722,201.161,278.316,309.636,250.378,269.806,247.74,324.718,1418.41,1426.72,889.213,886.558,448.943,1802.53,1807.01,218.893,223.915,224.817,190.688,310.322,217.395,203.857,319.619,258.081,242.785,265.975,292.591,329.039,289.374,277.059,275.09,299.202,199.153,274.439,283.814,281.912,332.96,300.832,423.269,457.517,410.926,318.964,236.417,178.485,343.616,255.05,294.527,434.653,307.862,300.995
ac6256657058fe65dc7ddaf773ab83bf,SC21_Timetable_C_527_E_71_Cl_35_S_35.cnf.xz,87.6724,143.383,145.7,144.521,151.12,136.799,118.862,138.878,312.471,95.6807,112.095,27.4945,18.7153,33.2094,18.6452,15.9102,27.1178,54.228,17.5478,609.233,593.954,905.217,881.225,245.809,84.0941,827.399,205.581,timeout,timeout,timeout,331.536,123.052,241.068,329.052,108.002,98.644,111.428,83.7308,130.394,145.154,147.39,148.081,128.931,171.412,failed,failed,failed,133.169,148.583,331.661,164.394,147.007,147.819,158.583,103.584,352.589,159.019,145.317,234.934,212.317,203.697
ac909ca2e27006f71389b6afa605f4be,randomG-B-Mix-n19-d05.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
ae17bcd042e6140aa72a2cd9f4c42b9c,vlsat2_37758_5364539.dimacs.cnf.xz,vlsat2_377_5364.cnf.xz,timeout,timeout,timeout,timeout,timeout,1312.26,timeout,timeout,timeout,2020.54,timeout,81.1304,timeout,timeout,1967.6,timeout,79.3933,80.0482,2864.25,timeout,timeout,674.808,672.043,99.2651,timeout,timeout,49.9845,timeout,timeout,990.97,393.067,287.319,46.1237,86.8936,2086.79,56.5656,272.611,69.7394,335.995,337.453,337.439,335.341,380.565,timeout,30.4016,29.9506,30.4362,391.799,timeout,timeout,timeout,518.465,515.803,516.183,557.199,160.148,330.379,339.971,331.639,329.855,397.98
af0b8f58d67dcf639232ac978defe6e3,sted1_0x1e3-393.cnf.xz,3335.54,3539.09,3570.51,3731.5,3515.89,3486.57,523.608,3359.65,3458.22,3451.82,3474.22,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,338.784,timeout,4390.85,timeout,timeout,4032.54,1732.39,1757.63,timeout,2297.2,499.142,907.291,171.722,1773.7,3702.44,4582.54,4811.62,4821.23,4724.75,389.957,timeout,timeout,2594.47,timeout,2460.85,timeout,2094.24,timeout,4840.72,timeout,3406.15,1017.09,timeout,4639.53,3985.62,4220.29,timeout
afaee41956622725cf3bb98db6ff9bbb,SC21_Timetable_C_241_E_34_Cl_16_S_13.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b1770a04ee8e33b42f589e31da819ad5,bvsmod_19.smt2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4941.67,timeout,timeout,timeout,timeout,4783.53,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,failed,failed,failed,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b2c92aebc75da8a15a5388b559b85623,sp4-33-una-stri-flat-noid.cnf.xz,323.836,328.399,314.227,306.761,306.043,367.539,139.919,454.758,408.684,397.07,375.9,26.979,19.8523,23.0693,28.4631,37.6262,27.0777,27.0772,38.1132,2665.75,2659.65,2377.01,2369.61,168.736,282.968,339.627,218.55,251.026,224.731,250.39,285.197,272.804,330.327,241.189,94.5514,92.6754,97.5599,168.483,250.253,201.346,252.907,255.719,189.571,244.526,319.468,322.127,407.81,191.047,199.328,243.659,228.57,499.404,516.978,893.241,244.786,209.593,899.233,265.813,197.255,284.845,194.785
b3cf73d0383f781adf09a2192fa03a15,string_compare_safety_cbmc_unwinding_670.cnf.xz,952.047,700.26,697.05,683.59,682.347,867.435,883.58,844.518,1189.83,943.116,690.514,3435.25,timeout,timeout,3445.06,timeout,3421.29,3458.2,4404.97,timeout,timeout,timeout,timeout,1821.2,674.086,978.529,898.833,833.467,972.452,667.949,1039.75,924.663,928.07,963.495,1419.75,1469.41,1285.53,1576.39,2571.35,2540.71,2566.65,2998.91,1809.13,2103.56,failed,failed,failed,1825.5,1644.86,2113.29,2920.05,2767.26,3672.05,3230.34,2966.32,2379.77,2632.13,3065.69,3992.98,3368.27,4307.35
b5028686db9bd1073fa09cbd8c805f47,spg_200_316.cnf.xz,241.043,227.556,228.8,223.684,227.408,137.036,310.856,118.559,360.409,311.252,116.506,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,345.075,341.737,752.192,289.761,146.506,361.535,55.8527,169.982,timeout,36.0513,56.191,64.5955,24.6321,70.7146,84.7745,3467.83,1165.91,1061.83,1609.27,360.556,362.945,timeout,timeout,failed,failed,failed,2126.33,timeout,46.7705,110.191,timeout,875.368,785.441,302.157,107.464,513.457,timeout,3316.33,1035.11,timeout
b51ebbe57d4077a5fa43018ff3920588,20-100-frag12-53_sat.cnf.xz,336.722,287.62,280.054,275.999,283.055,368.72,347.515,332.242,378.323,397.278,404.937,1992.03,timeout,3547.5,1193.74,1570.41,1976.22,1973.73,650.055,3365.18,3326.06,2070.1,2059.21,462.941,141.104,532.34,230.502,591.688,400.982,421.392,185.774,176.997,236.296,167.033,284.207,189.493,289.35,160.828,221.9,213.233,273.054,272.503,256.819,158.997,failed,failed,failed,129.066,255.841,317.27,305.618,253.887,313.18,260.794,436.012,175.309,246.6,282.973,361.353,233.792,298.66
b5c3e33e90f4c95502754c7e2e92a6d2,randomG-B-Mix-n16-d05.cnf.xz,2422.78,2434.64,2459.6,2321.77,2320.79,2851.03,2392.17,2584.11,2796.55,3088.3,2419.71,2016,1005.29,1046.93,3317.01,1926.39,1949.58,1992.64,1692.71,2399.56,2396.32,1670.3,1668.56,1990.53,3483.55,2253.85,3274.28,3439.12,2953.48,2104.07,3621.01,3989.53,3032.96,2780.34,2248.04,2015.57,2323.42,774.727,564.538,600.196,837.376,1148.16,744.539,288.6,704.292,703.805,785.517,713.066,722.552,1277.09,1188.1,646.67,870.437,976.364,509.874,693.394,992.643,1367.62,1348.65,1282.13,1367.46
b63f00e3eccd98dfa7bae6c4e1e0cdd0,at-least-two-maris-s03-gripper11.cnf.xz,45.489,48.1229,47.7821,46.4485,46.2837,61.6506,45.7813,147.385,1005.66,54.3122,160.047,49.6866,timeout,timeout,10.1581,312.729,49.8669,49.851,timeout,timeout,timeout,timeout,timeout,161.395,timeout,170.103,timeout,timeout,1877.33,timeout,2753.35,3413.89,1858.27,2666.55,timeout,timeout,timeout,195.142,95.2111,133.936,272.828,272.311,64.8462,2551.72,134.668,132.561,136.361,166.439,118.51,32.4115,36.4592,113.335,130.44,189.657,315.882,180.715,122.554,89.6855,76.1483,124.8,116.604
